problem_id,contestId,index,name,rating,tags
1909-H,1909,H,Parallel Swaps Sort,3500,"constructive algorithms,data structures"
1909-G,1909,G,Pumping Lemma,3000,"hashing,strings"
1909-F2,1909,F2,Small Permutation Problem (Hard Version),2500,"combinatorics,dp,math"
1909-F1,1909,F1,Small Permutation Problem (Easy Version),2200,"brute force,combinatorics,dp,math"
1909-E,1909,E,Multiple Lamps,2400,"bitmasks,brute force,constructive algorithms,math,number theory"
1909-D,1909,D,Split Plus K,1900,"greedy,math,number theory"
1909-C,1909,C,Heavy Intervals,1400,"constructive algorithms,data structures,dsu,greedy,math,sortings"
1909-B,1909,B,Make Almost Equal With Mod,1200,"bitmasks,constructive algorithms,math,number theory"
1909-A,1909,A,Distinct Buttons,800,"implementation,math"
1907-G,1907,G,Lights,2200,"brute force,constructive algorithms,dfs and similar,graphs,greedy,implementation"
1907-F,1907,F,Shift and Reverse,1800,"greedy,sortings"
1907-E,1907,E,Good Triples,1600,"brute force,combinatorics,number theory"
1907-D,1907,D,Jumping Through Segments,1400,"binary search,constructive algorithms"
1907-C,1907,C,Removal of Unattractive Pairs,1200,"constructive algorithms,greedy,math,strings"
1907-B,1907,B,YetnotherrokenKeoard,1000,"data structures,implementation,strings"
1907-A,1907,A,Rook,800,implementation
1906-M,1906,M,Triangle Construction,1700,"greedy,math"
1906-L,1906,L,Palindromic Parentheses,2500,constructive algorithms
1906-K,1906,K,Deck-Building Game,2500,"divide and conquer,math"
1906-J,1906,J,Count BFS Graph,2100,"combinatorics,dp"
1906-I,1906,I,Contingency Plan 2,2900,graph matchings
1906-H,1906,H,Twin Friends,2200,"combinatorics,dp"
1906-G,1906,G,Grid Game 2,2900,"games,number theory"
1906-F,1906,F,Maximize The Value,2100,"data structures,sortings"
1906-E,1906,E,Merge Not Sort,1900,"constructive algorithms,dp"
1906-D,1906,D,Spaceship Exploration,2800,"binary search,geometry"
1906-C,1906,C,Cursed Game,3000,interactive
1906-B,1906,B,Button Pressing,2600,"bitmasks,constructive algorithms,hashing"
1906-A,1906,A,Easy As ABC,1000,brute force
1905-F,1905,F,Field Should Not Be Empty,2600,"brute force,data structures,divide and conquer"
1905-E,1905,E,One-X,2400,"combinatorics,dfs and similar,dp,math,trees"
1905-D,1905,D,Cyclic MEX,2000,"data structures,implementation,math,two pointers"
1905-C,1905,C,Largest Subsequence,1400,"greedy,strings"
1905-B,1905,B,Begginer's Zelda,1100,"greedy,trees"
1905-A,1905,A,Constructive Problems,800,"constructive algorithms,math"
1904-F,1904,F,Beautiful Tree,2800,"data structures,dfs and similar,graphs,implementation,trees"
1904-E,1904,E,Tree Queries,2500,"data structures,dfs and similar,graphs,implementation,trees"
1904-D2,1904,D2,Set To Max (Hard Version),1800,"constructive algorithms,data structures,divide and conquer,greedy,implementation,sortings"
1904-D1,1904,D1,Set To Max (Easy Version),1600,"brute force,constructive algorithms,greedy"
1904-C,1904,C,Array Game,1400,"binary search,brute force,data structures,sortings,two pointers"
1904-B,1904,B,Collecting Game,1100,"binary search,dp,greedy,sortings,two pointers"
1904-A,1904,A,Forked!,900,"brute force,implementation"
1903-F,1903,F,Babysitting,2500,"2-sat,binary search,data structures,graphs,trees"
1903-E,1903,E,Geo Game,2000,"greedy,interactive,math"
1903-D2,1903,D2,Maximum And Queries (hard version),2500,"bitmasks,divide and conquer,dp,greedy"
1903-D1,1903,D1,Maximum And Queries (easy version),1700,"binary search,bitmasks,brute force,greedy"
1903-C,1903,C,Theofanis' Nightmare,1400,"constructive algorithms,greedy"
1903-B,1903,B,StORage room,1200,"bitmasks,brute force,constructive algorithms,greedy"
1903-A,1903,A,Halloumi Boxes,800,"brute force,greedy,sortings"
1902-F,1902,F,Trees and XOR Queries Again,2400,"data structures,dfs and similar,divide and conquer,graphs,implementation,math,trees"
1902-E,1902,E,Collapsing Strings,1900,"data structures,strings,trees"
1902-D,1902,D,Robot Queries,1900,"binary search,data structures,dp,implementation"
1902-C,1902,C,Insert and Equalize,1300,"brute force,constructive algorithms,greedy,math,number theory"
1902-B,1902,B,Getting Points,1100,"binary search,brute force,greedy"
1902-A,1902,A,Binary Imbalance,800,constructive algorithms
1901-F,1901,F,Landscaping,2900,"binary search,geometry,two pointers"
1901-E,1901,E,Compressed Tree,2200,"dfs and similar,dp,graphs,greedy,sortings,trees"
1901-D,1901,D,Yet Another Monster Fight,1700,"binary search,dp,greedy,implementation,math"
1901-C,1901,C,"Add, Divide and Floor",1400,"constructive algorithms,greedy,math"
1901-B,1901,B,Chip and Ribbon,1100,"greedy,math"
1901-A,1901,A,Line Trip,800,"greedy,math"
1900-F,1900,F,Local Deletions,2800,"binary search,data structures,implementation"
1900-E,1900,E,Transitive Graph,2100,"dfs and similar,dp,dsu,graphs,implementation"
1900-D,1900,D,Small GCD,2000,"bitmasks,brute force,dp,math,number theory"
1900-C,1900,C,Anji's Binary Tree,1300,"dfs and similar,dp,trees"
1900-B,1900,B,Laura and Operations,900,"dp,math"
1900-A,1900,A,Cover in Water,800,"constructive algorithms,greedy,implementation,strings"
1899-G,1899,G,Unusual Entertainment,1900,"data structures,dfs and similar,dsu,shortest paths,sortings,trees,two pointers"
1899-F,1899,F,Alex's whims,1600,"constructive algorithms,graphs,greedy,shortest paths,trees"
1899-E,1899,E,Queue Sort,1300,"greedy,implementation,sortings"
1899-D,1899,D,Yarik and Musical Notes,1300,"hashing,math,number theory"
1899-C,1899,C,Yarik and Array,1100,"dp,greedy,two pointers"
1899-B,1899,B,250 Thousand Tons of TNT,1100,"brute force,implementation,number theory"
1899-A,1899,A,Game with Integers,800,"games,math,number theory"
1898-F,1898,F,Vova Escapes the Matrix,2600,"brute force,dfs and similar,divide and conquer,shortest paths"
1898-E,1898,E,Sofia and Strings,2200,"data structures,greedy,sortings,strings,two pointers"
1898-D,1898,D,Absolute Beauty,1900,"greedy,math"
1898-C,1898,C,Colorful Grid,1700,constructive algorithms
1898-B,1898,B,Milena and Admirer,1500,"greedy,math"
1898-A,1898,A,Milica and String,800,"brute force,implementation,strings"
1896-H2,1896,H2,Cyclic Hamming (Hard Version),3500,"brute force,dp,fft,math,number theory"
1896-H1,1896,H1,Cyclic Hamming (Easy Version),3400,"brute force,divide and conquer,dp,fft,math,number theory"
1896-G,1896,G,Pepe Racing,3200,"constructive algorithms,implementation,interactive,sortings"
1896-F,1896,F,Bracket Xoring,2600,"constructive algorithms,greedy,implementation,math"
1896-E,1896,E,Permutation Sorting,2100,"data structures,sortings"
1896-D,1896,D,Ones and Twos,1700,"binary search,data structures,divide and conquer,math,two pointers"
1896-C,1896,C,Matching Arrays,1400,"binary search,constructive algorithms,greedy,sortings"
1896-B,1896,B,AB Flipping,900,"greedy,strings,two pointers"
1896-A,1896,A,Jagged Swaps,800,sortings
1895-G,1895,G,"Two Characters, Two Colors",3100,"binary search,data structures,dp,flows,greedy"
1895-F,1895,F,Fancy Arrays,2600,"combinatorics,dp,math,matrices"
1895-E,1895,E,Infinite Card Game,2300,"binary search,brute force,data structures,dfs and similar,dp,dsu,games,graphs,greedy,sortings,two pointers"
1895-D,1895,D,XOR Construction,1900,"bitmasks,constructive algorithms,data structures,math,string suffix structures,trees"
1895-C,1895,C,Torn Lucky Ticket,1400,"brute force,dp,hashing,implementation,math"
1895-B,1895,B,Points and Minimum Distance,800,"greedy,math,sortings"
1895-A,1895,A,Treasure Chest,800,math
1894-B,1894,B,Two Out of Three,1000,constructive algorithms
1894-A,1894,A,Secret Sport,800,"implementation,strings"
1893-E,1893,E,Cacti Symphony,3500,"combinatorics,dfs and similar,dp,graphs"
1893-D,1893,D,Colorful Constructive,2600,"constructive algorithms,data structures,greedy"
1893-C,1893,C,Freedom of Choice,2000,"brute force,greedy,implementation"
1893-B,1893,B,Neutral Tonality,1700,"constructive algorithms,greedy,sortings,two pointers"
1893-A,1893,A,Anonymous Informant,1400,"brute force,dfs and similar,graphs,implementation"
1891-F,1891,F,A Growing Tree,2000,"data structures,dfs and similar,trees"
1891-E,1891,E,Brukhovich and Exams,2500,"brute force,greedy,implementation,math,sortings"
1891-D,1891,D,Suspicious logarithms,1900,"binary search,brute force,math"
1891-C,1891,C,Smilo and Monsters,1500,"binary search,constructive algorithms,greedy,sortings,two pointers"
1891-B,1891,B,Deja Vu,1100,"brute force,math,sortings"
1891-A,1891,A,Sorting with Twos,800,"constructive algorithms,sortings"
1890-B,1890,B,Qingshan Loves Strings,800,"constructive algorithms,implementation"
1890-A,1890,A,Doremy's Paint 3,800,constructive algorithms
1889-F,1889,F,Doremy's Average Tree,3500,"data structures,dp,greedy,trees"
1889-E,1889,E,Doremy's Swapping Trees,3500,"dfs and similar,graphs,trees"
1889-D,1889,D,Game of Stacks,3000,"brute force,dfs and similar,graphs,implementation,trees"
1889-C2,1889,C2,Doremy's Drying Plan (Hard Version),2600,"data structures,dp"
1889-C1,1889,C1,Doremy's Drying Plan (Easy Version),2000,"brute force,data structures,dp,greedy,sortings"
1889-B,1889,B,Doremy's Connecting Plan,1700,"constructive algorithms,greedy,math,sortings"
1889-A,1889,A,Qingshan Loves Strings 2,1300,"constructive algorithms,greedy,implementation"
1887-F,1887,F,Minimum Segments,3400,constructive algorithms
1887-E,1887,E,Good Colorings,3100,"binary search,constructive algorithms,graphs,interactive"
1887-D,1887,D,Split,2700,"binary search,data structures,divide and conquer,dsu,math,trees,two pointers"
1887-C,1887,C,Minimum Array,2400,"binary search,brute force,constructive algorithms,data structures,greedy,hashing,two pointers"
1887-B,1887,B,Time Travel,1900,"binary search,graphs,shortest paths"
1886-F,1886,F,Diamond Theft,3300,"data structures,greedy"
1886-E,1886,E,I Wanna be the Team Leader,2400,"bitmasks,constructive algorithms,dp,greedy,math,sortings,two pointers"
1886-D,1886,D,Monocarp and the Set,2100,"combinatorics,data structures,math"
1886-C,1886,C,Decreasing String,1600,"implementation,strings"
1886-B,1886,B,Fear of the Dark,1200,"binary search,geometry,math"
1886-A,1886,A,Sum of Three,800,"brute force,constructive algorithms,math"
1885-A,1885,A,Deterministic Scheduling for Extended Reality over 5G and Beyond,,*special
1884-E,1884,E,Hard Design,2800,"greedy,implementation,math"
1884-D,1884,D,Counting Rhyme,2100,"dp,math,number theory"
1884-C,1884,C,Medium Design,1700,"brute force,data structures,dp,greedy,sortings"
1884-B,1884,B,Haunted House,1100,"binary search,greedy,math,two pointers"
1884-A,1884,A,Simple Design,800,"brute force,greedy,math"
1883-G2,1883,G2,Dances (Hard Version),1900,"binary search,greedy,sortings,two pointers"
1883-G1,1883,G1,Dances (Easy version),1400,"binary search,greedy,two pointers"
1883-F,1883,F,You Are So Beautiful,1400,data structures
1883-E,1883,E,Look Back,1700,"bitmasks,greedy"
1883-D,1883,D,In Love,1500,"data structures,greedy"
1883-C,1883,C,Raspberries,1000,"dp,math"
1883-B,1883,B,Chemistry,900,strings
1883-A,1883,A,Morning,800,math
1882-E2,1882,E2,Two Permutations (Hard Version),3100,constructive algorithms
1882-E1,1882,E1,Two Permutations (Easy Version),2400,"brute force,constructive algorithms,greedy,number theory"
1882-D,1882,D,Tree XOR,1900,"bitmasks,dfs and similar,dp,greedy,trees"
1882-C,1882,C,Card Game,1500,"brute force,greedy"
1882-B,1882,B,Sets and Union,1300,"bitmasks,brute force,constructive algorithms,greedy"
1882-A,1882,A,Increasing Sequence,800,greedy
1881-G,1881,G,Anya and the Mysterious String,2000,"binary search,data structures"
1881-F,1881,F,Minimum Maximum Distance,1700,"dfs and similar,dp,graphs,shortest paths,trees"
1881-E,1881,E,Block Sequence,1500,dp
1881-D,1881,D,Divide and Equalize,1300,"math,number theory"
1881-C,1881,C,Perfect Square,1200,"brute force,implementation"
1881-B,1881,B,Three Threadlets,900,math
1881-A,1881,A,Don't Try to Count,800,"brute force,strings"
1879-F,1879,F,Last Man Standing,2800,"brute force,data structures,number theory"
1879-E,1879,E,Interactive Game with Coloring,2400,"brute force,constructive algorithms,dfs and similar,graphs,implementation,interactive,trees"
1879-D,1879,D,Sum of XOR Functions,1700,"bitmasks,combinatorics,divide and conquer,dp,math"
1879-C,1879,C,Make it Alternating,1300,"combinatorics,dp,greedy"
1879-B,1879,B,Chips on the Board,900,"constructive algorithms,greedy"
1879-A,1879,A,Rigged!,800,greedy
1878-G,1878,G,wxhtzdy ORO Tree,2300,"binary search,bitmasks,brute force,data structures,dfs and similar,implementation,trees"
1878-F,1878,F,Vasilije Loves Number Theory,1900,"brute force,math,number theory"
1878-E,1878,E,Iva & Pav,1400,"binary search,bitmasks,data structures,greedy"
1878-D,1878,D,Reverse Madness,1600,"data structures,greedy"
1878-C,1878,C,Vasilije in Cacak,900,math
1878-B,1878,B,Aleksa and Stack,800,"constructive algorithms,math"
1878-A,1878,A,How Much Does Daytona Cost?,800,greedy
1877-C,1877,C,Joyboard,1200,"math,number theory"
1877-A,1877,A,Goals of Victory,800,math
1876-G,1876,G,Clubstep,3500,"binary search,brute force,data structures,greedy,trees"
1876-F,1876,F,Indefinite Clownfish,3500,"binary search,graphs"
1876-E,1876,E,Ball-Stackable,3300,"constructive algorithms,data structures,dp,trees"
1876-D,1876,D,Lexichromatography,2500,"combinatorics,dfs and similar,dsu,graphs,two pointers"
1876-C,1876,C,Autosynthesis,2100,"constructive algorithms,dfs and similar,graphs,greedy,sortings"
1876-B,1876,B,Effects of Anti Pimples,1500,"combinatorics,number theory,sortings"
1876-A,1876,A,Helmets in Night Light,1000,"greedy,sortings"
1875-D,1875,D,Jellyfish and Mex,1600,dp
1875-C,1875,C,Jellyfish and Green Apple,1400,"bitmasks,greedy,math,number theory"
1875-A,1875,A,Jellyfish and Undertale,900,"brute force,greedy"
1874-G,1874,G,Jellyfish and Inscryption,3500,dp
1874-F,1874,F,Jellyfish and OEIS,3500,dp
1874-E,1874,E,Jellyfish and Hack,3000,"dp,math"
1874-D,1874,D,Jellyfish and Miku,2800,"divide and conquer,dp,math,probabilities"
1874-C,1874,C,Jellyfish and EVA,2300,"dp,graphs,greedy,math,probabilities"
1874-B,1874,B,Jellyfish and Math,2400,"bitmasks,brute force,dfs and similar,dp,graphs,shortest paths"
1874-A,1874,A,Jellyfish and Game,1200,"brute force,games,greedy,implementation"
1873-H,1873,H,Mad City,1700,"dfs and similar,dsu,games,graphs,shortest paths,trees"
1873-G,1873,G,ABBC or BACB,1500,"constructive algorithms,greedy"
1873-F,1873,F,Money Trees,1300,"binary search,greedy,math,two pointers"
1873-E,1873,E,Building an Aquarium,1100,"binary search,sortings"
1873-D,1873,D,1D Eraser,800,"greedy,implementation,two pointers"
1873-C,1873,C,Target Practice,800,"implementation,math"
1873-B,1873,B,Good Kid,800,"brute force,greedy,math"
1873-A,1873,A,Short Sort,800,"brute force,implementation"
1872-G,1872,G,Replace With Product,2000,"brute force,greedy,math"
1872-F,1872,F,Selling a Menagerie,1800,"dfs and similar,dsu,graphs,implementation,math"
1872-E,1872,E,Data Structures Fan,1500,"binary search,bitmasks,data structures,dp"
1872-D,1872,D,Plus Minus Permutation,1200,math
1872-C,1872,C,Non-coprime Split,1100,"math,number theory"
1872-B,1872,B,The Corridor or There and Back Again,900,"greedy,implementation"
1872-A,1872,A,Two Vessels,800,"brute force,greedy,math"
1870-H,1870,H,Standard Graph Problem,3500,"data structures,graphs,greedy,trees"
1870-G,1870,G,MEXanization,3300,data structures
1870-F,1870,F,Lazy Numbers,2900,"binary search,math"
1870-E,1870,E,Another MEX Problem,2300,"bitmasks,brute force,dp,shortest paths"
1870-D,1870,D,Prefix Purchase,1800,"greedy,implementation,sortings"
1870-C,1870,C,Colorful Table,1300,"binary search,data structures,dp,implementation,math,two pointers"
1870-B,1870,B,Friendly Arrays,1200,"bitmasks,greedy,math"
1870-A,1870,A,MEXanized Array,800,"constructive algorithms,greedy,math"
1869-B,1869,B,2D Traveling,1100,"geometry,math,shortest paths,sortings"
1869-A,1869,A,Make It Zero,900,constructive algorithms
1868-F,1868,F,LIS?,3500,"data structures,greedy,implementation"
1868-E,1868,E,Min-Sum-Max,3500,"constructive algorithms,dp,greedy"
1868-D,1868,D,Flower-like Pseudotree,3000,"constructive algorithms,graphs,greedy,implementation,trees"
1868-C,1868,C,Travel Plan,2400,"combinatorics,dp,implementation,math,trees"
1868-B2,1868,B2,Candy Party (Hard Version),2100,"bitmasks,constructive algorithms,dp,greedy,implementation,math"
1868-B1,1868,B1,Candy Party (Easy Version),1700,"bitmasks,constructive algorithms,graphs,greedy,implementation,math"
1868-A,1868,A,Fill in the Matrix,1300,"constructive algorithms,implementation"
1867-F,1867,F,Most Different Tree,2700,"brute force,constructive algorithms,dfs and similar,greedy,hashing"
1867-E2,1867,E2,Salyg1n and Array (hard version),2200,"constructive algorithms,interactive"
